first,firstbreed,breedage,firstreturn,returnage
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,16,5,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,17,6,16,5
11,NA,NA,14,3
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,15,4
11,NA,NA,NA,NA
11,NA,NA,15,4
11,16,5,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,16,5,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,19,8,15,4
11,NA,NA,NA,NA
11,18,7,15,4
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,14,3
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
11,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,19,7,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,17,5
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,21,9,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,17,5,15,3
12,18,6,16,4
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,15,3
12,18,6,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,17,5
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,21,9,15,3
12,NA,NA,15,3
12,NA,NA,NA,NA
12,NA,NA,15,3
12,18,6,15,3
12,NA,NA,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,19,7,15,3
12,NA,NA,16,4
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,15,3
12,19,7,16,4
12,NA,NA,15,3
12,16,4,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,20,8,15,3
12,NA,NA,NA,NA
12,19,7,15,3
12,NA,NA,NA,NA
12,17,5,15,3
12,NA,NA,NA,NA
12,17,5,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,21,9,16,4
12,NA,NA,NA,NA
12,NA,NA,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,15,3
12,NA,NA,NA,NA
12,16,4,15,3
12,NA,NA,NA,NA
12,NA,NA,15,3
12,19,7,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,16,4,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,16,4,14,2
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,17,5,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,17,5,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,17,5,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,15,3
12,19,7,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,17,5,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,19,7,14,2
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,18,6,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,15,3
12,NA,NA,15,3
12,19,7,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,16,4
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,16,4,15,3
12,NA,NA,15,3
12,NA,NA,NA,NA
12,19,7,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,19,7,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,19,7,15,3
12,NA,NA,NA,NA
12,NA,NA,14,2
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,16,4,15,3
12,NA,NA,NA,NA
12,NA,NA,NA,NA
12,NA,NA,NA,NA
13,NA,NA,16,3
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,21,8,16,3
13,NA,NA,16,3
13,NA,NA,NA,NA
13,19,6,16,3
13,19,6,16,3
13,NA,NA,NA,NA
13,NA,NA,17,4
13,19,6,15,2
13,NA,NA,15,2
13,NA,NA,NA,NA
13,19,6,16,3
13,19,6,17,4
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,16,3
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,16,3
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,16,3
13,19,6,16,3
13,19,6,16,3
13,NA,NA,20,7
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,17,4
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,17,4,16,3
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,17,4
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,19,6,17,4
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,16,3
13,NA,NA,17,4
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,19,6
13,19,6,16,3
13,NA,NA,16,3
13,NA,NA,16,3
13,19,6,16,3
13,19,6,16,3
13,22,9,16,3
13,18,5,15,2
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,16,3
13,NA,NA,16,3
13,NA,NA,16,3
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,16,3
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,15,2
13,NA,NA,NA,NA
13,NA,NA,20,7
13,NA,NA,NA,NA
13,NA,NA,17,4
13,NA,NA,16,3
13,NA,NA,NA,NA
13,19,6,17,4
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,19,6,16,3
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,19,6,17,4
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,21,8,17,4
13,NA,NA,15,2
13,NA,NA,NA,NA
13,NA,NA,19,6
13,NA,NA,15,2
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,15,2
13,NA,NA,15,2
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,18,5,16,3
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,19,6,16,3
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,17,4
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,25,12,16,3
13,NA,NA,NA,NA
13,19,6,17,4
13,NA,NA,19,6
13,18,5,16,3
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,16,3
13,21,8,17,4
13,19,6,16,3
13,NA,NA,NA,NA
13,NA,NA,16,3
13,17,4,16,3
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,16,3
13,NA,NA,19,6
13,NA,NA,16,3
13,NA,NA,16,3
13,NA,NA,22,9
13,NA,NA,15,2
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,17,4,15,2
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,22,9,18,5
13,NA,NA,NA,NA
13,19,6,15,2
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,16,3
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,20,7,16,3
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,19,6,15,2
13,NA,NA,NA,NA
13,19,6,16,3
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,16,3
13,18,5,17,4
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,19,6,16,3
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,15,2
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,16,3
13,NA,NA,NA,NA
13,18,5,16,3
13,NA,NA,19,6
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,19,6,15,2
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,18,5,15,2
13,NA,NA,NA,NA
13,NA,NA,15,2
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,17,4
13,NA,NA,16,3
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,15,2
13,NA,NA,16,3
13,NA,NA,16,3
13,NA,NA,17,4
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,16,3
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,16,3
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,19,6,16,3
13,NA,NA,NA,NA
13,NA,NA,17,4
13,23,10,16,3
13,NA,NA,15,2
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,16,3
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,15,2
13,19,6,16,3
13,NA,NA,NA,NA
13,19,6,17,4
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,16,3
13,18,5,15,2
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,18,5,15,2
13,NA,NA,NA,NA
13,19,6,16,3
13,21,8,17,4
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,27,14,17,4
13,NA,NA,15,2
13,NA,NA,NA,NA
13,NA,NA,NA,NA
13,NA,NA,20,7
13,19,6,16,3
13,NA,NA,NA,NA
14,19,5,16,2
14,20,6,16,2
14,20,6,16,2
14,19,5,16,2
14,NA,NA,16,2
14,19,5,16,2
14,NA,NA,16,2
14,19,5,16,2
14,19,5,16,2
14,19,5,16,2
15,NA,NA,NA,NA
15,NA,NA,17,2
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,18,3
15,21,6,17,2
15,NA,NA,NA,NA
15,NA,NA,17,2
15,21,6,17,2
15,19,4,18,3
15,NA,NA,17,2
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,21,6,17,2
15,NA,NA,NA,NA
15,22,7,19,4
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,20,5,19,4
15,NA,NA,NA,NA
15,23,8,17,2
15,NA,NA,17,2
15,NA,NA,17,2
15,20,5,19,4
15,NA,NA,19,4
15,NA,NA,NA,NA
15,NA,NA,19,4
15,20,5,17,2
15,22,7,18,3
15,20,5,19,4
15,NA,NA,18,3
15,NA,NA,NA,NA
15,NA,NA,19,4
15,NA,NA,17,2
15,24,9,17,2
15,NA,NA,NA,NA
15,21,6,17,2
15,21,6,18,3
15,19,4,17,2
15,NA,NA,NA,NA
15,20,5,17,2
15,NA,NA,NA,NA
15,23,8,19,4
15,NA,NA,19,4
15,NA,NA,NA,NA
15,NA,NA,17,2
15,NA,NA,NA,NA
15,24,9,18,3
15,NA,NA,NA,NA
15,23,8,19,4
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,21,6,19,4
15,NA,NA,19,4
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,19,4
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,19,4
15,NA,NA,18,3
15,NA,NA,NA,NA
15,NA,NA,21,6
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,22,7,19,4
15,NA,NA,17,2
15,NA,NA,19,4
15,NA,NA,NA,NA
15,NA,NA,18,3
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,19,4
15,NA,NA,NA,NA
15,22,7,18,3
15,NA,NA,22,7
15,NA,NA,19,4
15,NA,NA,17,2
15,NA,NA,NA,NA
15,21,6,19,4
15,22,7,18,3
15,21,6,19,4
15,NA,NA,17,2
15,NA,NA,NA,NA
15,NA,NA,21,6
15,23,8,19,4
15,21,6,17,2
15,21,6,19,4
15,NA,NA,17,2
15,NA,NA,21,6
15,23,8,19,4
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,18,3
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,18,3
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,21,6,19,4
15,NA,NA,17,2
15,NA,NA,18,3
15,22,7,17,2
15,21,6,17,2
15,NA,NA,NA,NA
15,NA,NA,17,2
15,NA,NA,17,2
15,NA,NA,NA,NA
15,NA,NA,19,4
15,21,6,19,4
15,NA,NA,NA,NA
15,NA,NA,17,2
15,NA,NA,17,2
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,19,4
15,20,5,17,2
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,24,9,19,4
15,NA,NA,NA,NA
15,23,8,17,2
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,17,2
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,19,4
15,24,9,19,4
15,NA,NA,NA,NA
15,NA,NA,18,3
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,24,9,20,5
15,NA,NA,17,2
15,NA,NA,21,6
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,18,3
15,NA,NA,NA,NA
15,23,8,19,4
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,18,3
15,NA,NA,NA,NA
15,20,5,17,2
15,25,10,18,3
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,19,4
15,NA,NA,NA,NA
15,19,4,18,3
15,NA,NA,NA,NA
15,26,11,19,4
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,24,9,19,4
15,NA,NA,17,2
15,21,6,19,4
15,NA,NA,18,3
15,NA,NA,NA,NA
15,NA,NA,22,7
15,NA,NA,18,3
15,NA,NA,NA,NA
15,NA,NA,18,3
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,17,2
15,21,6,17,2
15,NA,NA,17,2
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,19,4,18,3
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,19,4
15,NA,NA,20,5
15,NA,NA,NA,NA
15,19,4,18,3
15,NA,NA,19,4
15,NA,NA,NA,NA
15,19,4,18,3
15,NA,NA,21,6
15,NA,NA,NA,NA
15,20,5,19,4
15,NA,NA,NA,NA
15,19,4,17,2
15,NA,NA,17,2
15,25,10,18,3
15,NA,NA,19,4
15,NA,NA,18,3
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,18,3
15,NA,NA,18,3
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,21,6,19,4
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,18,3
15,19,4,17,2
15,NA,NA,18,3
15,NA,NA,19,4
15,NA,NA,NA,NA
15,NA,NA,17,2
15,NA,NA,NA,NA
15,NA,NA,18,3
15,NA,NA,17,2
15,19,4,18,3
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,17,2
15,NA,NA,NA,NA
15,21,6,19,4
15,NA,NA,19,4
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,23,8,19,4
15,NA,NA,NA,NA
15,21,6,18,3
15,NA,NA,18,3
15,22,7,17,2
15,NA,NA,21,6
15,NA,NA,19,4
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,17,2
15,22,7,19,4
15,NA,NA,NA,NA
15,NA,NA,18,3
15,NA,NA,17,2
15,NA,NA,20,5
15,NA,NA,20,5
15,NA,NA,18,3
15,24,9,18,3
15,26,11,19,4
15,NA,NA,NA,NA
15,NA,NA,19,4
15,23,8,19,4
15,21,6,18,3
15,NA,NA,NA,NA
15,NA,NA,17,2
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,21,6,17,2
15,NA,NA,18,3
15,22,7,18,3
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,NA,NA
15,NA,NA,21,6
15,NA,NA,NA,NA
15,NA,NA,19,4
15,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,17,3
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,21,7,17,3
14,NA,NA,NA,NA
14,22,8,18,4
14,21,7,17,3
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,20,6,17,3
14,25,11,19,5
14,NA,NA,NA,NA
14,25,11,17,3
14,NA,NA,NA,NA
14,21,7,17,3
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,19,5,17,3
14,24,10,17,3
14,19,5,17,3
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,17,3
14,20,6,17,3
14,19,5,18,4
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,19,5,17,3
14,NA,NA,NA,NA
14,19,5,18,4
14,NA,NA,17,3
14,NA,NA,NA,NA
14,22,8,17,3
14,NA,NA,17,3
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,19,5,17,3
14,NA,NA,NA,NA
14,19,5,17,3
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,25,11,19,5
14,25,11,17,3
14,NA,NA,NA,NA
14,NA,NA,17,3
14,NA,NA,NA,NA
14,24,10,17,3
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,17,3
14,NA,NA,NA,NA
14,22,8,17,3
14,NA,NA,17,3
14,26,12,22,8
14,19,5,17,3
14,NA,NA,NA,NA
14,19,5,17,3
14,NA,NA,17,3
14,NA,NA,NA,NA
14,19,5,17,3
14,NA,NA,NA,NA
14,NA,NA,17,3
14,NA,NA,NA,NA
14,19,5,17,3
14,NA,NA,17,3
14,NA,NA,NA,NA
14,19,5,18,4
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,21,7,20,6
14,NA,NA,NA,NA
14,20,6,17,3
14,NA,NA,19,5
14,NA,NA,NA,NA
14,26,12,17,3
14,19,5,18,4
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,19,5,17,3
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,NA,NA,17,3
14,19,5,17,3
14,NA,NA,NA,NA
14,NA,NA,NA,NA
14,21,7,17,3
14,NA,NA,NA,NA
14,NA,NA,17,3
